name,adress,c,cp,e,date,note,h,adress2,lat,long
"LIFE CHARTER SCHOOL ","4400 S RL THORNTON FRWY ",,75224,"54U ",22/10/2014,100,"Routine","4400 S RL THORNTON FRWY ,DALLAS,TX,75224","32,691206","-96,8226063"
"LIFE SCHOOL OF DALLAS 1FLR ","4400 S RL THORNTON FRWY ",,75224,"54U ",22/10/2014,95,"Routine","4400 S RL THORNTON FRWY ,DALLAS,TX,75224","32,691206","-96,8226063"
"LIFECARE CAFE ","1950 RECORD CROSSING RD ",,75235,"34S ",03/06/2014,82,"Routine","1950 RECORD CROSSING RD ,DALLAS,TX,75235","32,817303","-96,8489"
"LIFETIME FITNESS ","3419 TRINITY MILLS RD ",,75287,"04L ",25/08/2014,84,"Routine","3419 TRINITY MILLS RD ,DALLAS,TX,75287","32,9873543","-96,8516693"
"LIL TASTEE'Z ","5225 UNIVERISTY HILLS BLVD ",,75241,"65T ",03/10/2013,94,"Routine","5225 UNIVERISTY HILLS BLVD ,DALLAS,TX,75241","32,681462","-96,805568"
"Z BEST DELI ","17062 PRESTON RD ","#100 ",75248,"05P ",23/10/2014,92,"Routine","17062 PRESTON RD ,DALLAS,TX,75248","32,9828574","-96,8042218"
"LILLY'S CAFE ","12655 N CENTRAL EXPW ","#123 ",75243,"16T ",15/09/2014,90,"Routine","12655 N CENTRAL EXPW ,DALLAS,TX,75243","32,920795","-96,766914"
"LIMON'S TAMALES-TACOS-ENCHILADAS ","3105 W DAVIS ST ",,75211,"53C ",03/06/2014,100,"Routine","3105 W DAVIS ST ,DALLAS,TX,75211","32,749585","-96,8715754"
"LINARES NUEVO LEON ","1101 S HASKELL AVE ",,75223,"46L ",23/07/2014,97,"Routine","1101 S HASKELL AVE ,DALLAS,TX,75223","32,783772","-96,760948"
"EUREST DINING SERVICES ","500 N AKARD ST ","B-10 ",75201,"45K ",23/10/2014,94,"Routine","500 N AKARD ST ,DALLAS,TX,75201","32,784363","-96,800209"
"LINCOLN CAFE ","500 N AKARD ST ","#220 ",75201,"45K ",23/10/2014,100,"Routine","500 N AKARD ST ,DALLAS,TX,75201","32,784363","-96,800209"
"LINCOLN CENTER CAFE ","5420 LBJ FRWY ","#125 ",75240,"15N ",07/11/2014,72,"Routine","5420 LBJ FRWY ,DALLAS,TX,75240","32,9254434","-96,8164004"
"LINCOLN DELI ","8401 N CENTRAL EXPW ","#120 ",75206,"26X ",04/04/2014,81,"Routine","8401 N CENTRAL EXPW ,DALLAS,TX,75206","32,863533","-96,771278"
"LINCOLN HIGH SCHOOL ","2826 HATCHER ST ",,75215,"56D ",27/08/2014,85,"Routine","2826 HATCHER ST ,DALLAS,TX,75215","32,756466","-96,751884"
"LINDY'S ","13425 SEAGOVILLE RD ",,75253,"70T ",19/03/2014,84,"Routine","13425 SEAGOVILLE RD ,DALLAS,TX,75253","32,701538","-96,603622"
"LINFIELD SHELL ","3915 LINFIELD RD ",,75216,"56W ",20/02/2014,83,"Follow-up","3915 LINFIELD RD ,DALLAS,TX,75216","32,714626","-96,758308"
"LION FOOD MART ","7272 GASTON AVE ",,75214,"37X ",05/10/2014,97,"Routine","7272 GASTON AVE ,DALLAS,TX,75214","32,8123775","-96,7315225"
"LIPSCOMB ELEMENTARY ","5801 WORTH ST ",,75214,"36Y ",30/05/2014,100,"Routine","5801 WORTH ST ,DALLAS,TX,75214","32,807163","-96,757019"
"LIPSTICK GENTLEMAN'S CLUB ","10859 HARRY HINES BLVD ",,75220,"23N ",29/10/2013,83,"Routine","10859 HARRY HINES BLVD ,DALLAS,TX,75220","32,8765722","-96,8845432"
"LIQUID ZOO SPORTS & CIGAR BAR ","6750 ABRAMS RD ","#105 ",75231,"27S ",24/07/2014,94,"Routine","6750 ABRAMS RD ,DALLAS,TX,75231","32,8666775","-96,7429548"
"LIQUID ZOO SPORTS BAR & GRILL ","3025 MAIN ST ",,75226,"46J ",23/08/2013,91,"Routine","3025 MAIN ST ,DALLAS,TX,75226","32,784885","-96,779846"
"LISA'S DONUTS ","3920 ROSEMEADE ",160,75287,"654Z ",28/10/2014,97,"Routine","3920 ROSEMEADE ,DALLAS,TX,75287","33,0104352","-96,8460461"
"FAMILY DOLLAR #7148 ","2550 W RED BIRD LN ",,75237,"63Y ",29/07/2014,92,"Routine","2550 W RED BIRD LN ,DALLAS,TX,75237","32,670341","-96,859329"
"LITTLE BOB'S BARBEQUE ","4607 VILLAGE FAIR DR ",,75224,"64J ",14/10/2014,88,"Routine","4607 VILLAGE FAIR DR ,DALLAS,TX,75224","32,690426","-96,827965"
"LITTLE CAESAR'S PIZZA #1617-008 ","11412 AUDELIA RD ",,75243,"27C ",25/08/2014,93,"Routine","11412 AUDELIA RD ,DALLAS,TX,75243","32,9043699","-96,7176092"
"LITTLE CAESARS ","2723 S BUCKNER BLVD ",100,75227,"48Y ",23/05/2014,90,"Routine","2723 S BUCKNER BLVD ,DALLAS,TX,75227","32,7582727","-96,682945"
"JADE CHINESE BUFFET ","10325 LAKE JUNE RD ",689,75217,"59L ",13/10/2014,85,"Routine","10325 LAKE JUNE RD ,DALLAS,TX,75217","32,7342052","-96,6467372"
"LITTLE CAESARS ","2231 W LEDBETTER DR ",200,75224,"63H ",12/11/2014,91,"Routine","2231 W LEDBETTER DR ,DALLAS,TX,75224","32,6913355","-96,8552978"
"LITTLE CAESARS ","10031 MARSH LN ","#120 ",75220,"23R ",09/09/2014,91,"Routine","10031 MARSH LN ,DALLAS,TX,75220","32,88097","-96,857506"
"LITTLE CAESARS ","10212 E NORTHWEST HWY ",,75238,"27Z ",02/07/2014,91,"Routine","10212 E NORTHWEST HWY ,DALLAS,TX,75238","32,863834","-96,709473"
"LITTLE CAESARS PIZZA ","9605 CLARK RD ",,75249,"71B-C ",02/07/2014,91,"Routine","9605 CLARK RD ,DALLAS,TX,75249","32,634415","-96,944412"
"LITTLE CAESARS PIZZA ","3220 FALLS DR ",3,75211,"53N ",03/11/2014,90,"Routine","3220 FALLS DR ,DALLAS,TX,75211","32,726355","-96,8734355"
"LITTLE CAESARS PIZZA ","8060 FERGUSON RD ",,75228,"47G ",21/10/2014,97,"Routine","8060 FERGUSON RD ,DALLAS,TX,75228","32,802745","-96,7125734"
"LITTLE CAESARS PIZZA ","2142 FORT WORTH AVE ",,75211,"43Y ",09/05/2013,90,"Routine","2142 FORT WORTH AVE ,DALLAS,TX,75211","32,7615329","-96,8576957"
"EL RANCHO #10 PANADERIA ","655 W ILLINOIS AVE ",900,75224,"54Q ",27/08/2014,91,"Routine","655 W ILLINOIS AVE ,DALLAS,TX,75224","32,720894","-96,833939"
"EL RANCHO #10 PANADERIA ","655 W ILLINOIS AVE ",900,75224,"54Q ",27/08/2014,91,"Routine","655 W ILLINOIS AVE ,DALLAS,TX,75224","32,720894","-96,833939"
"SUPERMARKET EL RANCHO #10 ","655 W ILLINOIS AVE ",900,75224,"54Q ",27/08/2014,94,"Routine","655 W ILLINOIS AVE ,DALLAS,TX,75224","32,720894","-96,833939"
"DALLUL RESTAURANT & BAR ","2515 INWOOD RD ","#117 ",75235,"34T ",26/07/2014,87,"Routine","2515 INWOOD RD ,DALLAS,TX,75235","32,822056","-96,836372"
"LITTLE CAESARS PIZZA #1617 ","1140 W CAMP WISDOM RD ","#A ",75232,"64T ",02/07/2014,88,"Routine","1140 W CAMP WISDOM RD ,DALLAS,TX,75232","32,6620551","-96,8406998"
"KIPP TRUTH ACADEMY ","3200 S LANCASTER RD ","230-A ",75216,"55T ",19/11/2014,95,"Routine","3200 S LANCASTER RD ,DALLAS,TX,75216","32,708126","-96,801285"
"LITTLE CAESARS PIZZA #1617-003 ","4101 ROSS AVE ","#200 ",75204,"45D ",24/07/2014,94,"Routine","4101 ROSS AVE ,DALLAS,TX,75204","32,800331","-96,783821"
"LUCKY RICE ","1515 N COCKRELL HILL RD ","#110 ",75211,"42Z ",03/10/2014,80,"Routine","1515 N COCKRELL HILL RD ,DALLAS,TX,75211","32,762703","-96,895638"
"SUBWAY SANDWICHES ","1515 N COCKRELL HILL RD ","#114 ",75211,"52R ",03/10/2014,88,"Routine","1515 N COCKRELL HILL RD ,DALLAS,TX,75211","32,762703","-96,895638"
"LITTLE CEASERS ","6751 ABRAMS RD ","#122 ",75231,"27S ",03/07/2014,88,"Routine","6751 ABRAMS RD ,DALLAS,TX,75231","32,867218","-96,743553"
"MJ'S CHICKEN & RICE ","6751 ABRAMS RD ","#120 ",75231,"27S ",03/07/2014,91,"Routine","6751 ABRAMS RD ,DALLAS,TX,75231","32,867218","-96,743553"
"LITTLE DIPPER CAFETERIA ","1626 MAIN ST ",,75201,"45P ",06/11/2014,97,"Routine","1626 MAIN ST ,DALLAS,TX,75201","32,7810051","-96,7972876"
"NEIMANS EXPRESSO BAR ","1626 MAIN ST ",,75201,"45P ",06/11/2014,94,"Routine","1626 MAIN ST ,DALLAS,TX,75201","32,7810051","-96,7972876"
"NM-ZODIAC REST ","1626 MAIN ST ",,75201,"45P ",06/11/2014,94,"Routine","1626 MAIN ST ,DALLAS,TX,75201","32,7810051","-96,7972876"
"ZODIAC RESTAURANT BAR ","1626 MAIN ST ",,75201,"45P ",06/11/2014,97,"Routine","1626 MAIN ST ,DALLAS,TX,75201","32,7810051","-96,7972876"
"LITTLE KATANA ","13375 NOEL RD ","#1370 ",75240,"14R ",19/06/2014,90,"Routine","13375 NOEL RD ,DALLAS,TX,75240","32,9298482","-96,8181036"
"LITTLE WORLD GROCERY ","4600 S MALCOLM X BLVD ",,75215,"46Y ",20/11/2014,82,"Routine","4600 S MALCOLM X BLVD ,DALLAS,TX,75215","32,756603","-96,753227"
"LIU'S KITCHEN ","5330 SINGLETON BLVD ",,75212,"42Q ",11/06/2014,90,"Routine","5330 SINGLETON BLVD ,DALLAS,TX,75212","32,7784751","-96,909127"
"LIVE OAK GAS & MORE ","4423 LIVE OAK ST ",,75204,"46A ",04/08/2014,94,"Routine","4423 LIVE OAK ST ,DALLAS,TX,75204","32,7987586","-96,7771972"
"LIZARD LOUNGE ","2424 SWISS AVE ",,75204,"45M ",11/03/2014,94,"Routine","2424 SWISS AVE ,DALLAS,TX,75204","32,78479","-96,790237"
"LIZARD LOUNGE UPSTAIRS ","2424 SWISS AVE ",,75204,"45M ",11/03/2014,100,"Routine","2424 SWISS AVE ,DALLAS,TX,75204","32,78479","-96,790237"
"LIZARD LOUNGE ","2424 SWISS AVE ",,75204,"45M ",11/03/2014,94,"Routine","2424 SWISS AVE ,DALLAS,TX,75204","32,78479","-96,790237"
"LIZARD LOUNGE UPSTAIRS ","2424 SWISS AVE ",,75204,"45M ",11/03/2014,100,"Routine","2424 SWISS AVE ,DALLAS,TX,75204","32,78479","-96,790237"
"FAT STRAWS BUBBLE TEA ","5301 ALPHA RD ",,75240,"14R ",03/09/2014,91,"Routine","5301 ALPHA RD ,DALLAS,TX,75240","32,9329046","-96,8178662"
"LOCAL INC ","2936 ELM ST ","#A ",75226,"45M ",09/05/2014,90,"Routine","2936 ELM ST ,DALLAS,TX,75226","32,784897","-96,781059"
"LOCKHART SMOKE HOUSE ","400 W DAVIS ST ",,75208,"54A ",05/03/2014,83,"Routine","400 W DAVIS ST ,DALLAS,TX,75208","32,7494153","-96,8284629"
"LOLITA'S MEXICAN CUISINE ","4218 LEMMON AVE ",,75219,"35S ",12/05/2014,82,"Routine","4218 LEMMON AVE ,DALLAS,TX,75219","32,816517","-96,810394"
"LONCHERIA CERVERIA 'EL PA ","408 W JEFFERSON BLVD ",,75208,"54G ",23/09/2014,86,"Routine","408 W JEFFERSON BLVD ,DALLAS,TX,75208","32,7430551","-96,828593"
"LONE STAR CAFE & CLUB ","11277 E NORTHWEST HWY ","#124 ",75238,"28Y ",27/10/2014,91,"Routine","11277 E NORTHWEST HWY ,DALLAS,TX,75238","32,865044","-96,685837"
"LONE STAR DONUT ","1727 N BECKLEY AVE ",,75203,"44V ",23/10/2014,82,"Routine","1727 N BECKLEY AVE ,DALLAS,TX,75203","32,7654395","-96,8230006"
"LONE STAR WINGS ","6155 SAMUELL BLVD ","#200 ",75228,"48E ",26/10/2014,97,"Routine","6155 SAMUELL BLVD ,DALLAS,TX,75228","32,792599","-96,698441"
"LONG JOHN SILVER'S ","2065 S BUCKNER BLVD ",,75217,"58C ",01/05/2014,94,"Routine","2065 S BUCKNER BLVD ,DALLAS,TX,75217","32,748173","-96,683395"
"LONG JOHN SILVER'S #31818 ","2621 S WESTMORELAND RD ",,75211,"53T ",13/05/2014,90,"Routine","2621 S WESTMORELAND RD ,DALLAS,TX,75211","32,719395","-96,874832"
"LONG JOHN SILVER'S #5101 ","3106 FOREST LN ",,75234,"13Y ",11/08/2014,91,"Routine","3106 FOREST LN ,DALLAS,TX,75234","32,908802","-96,870659"
"LONGHORN BALLROOM ","216 CORINTH ST ",,75207,"45Y ",28/06/2014,100,"Routine","216 CORINTH ST ,DALLAS,TX,75207","32,7600416","-96,7938705"
"LOOK CINEMA ","5420 BELTLINE RD ",,75254,"15A ",13/05/2014,91,"Routine","5420 BELTLINE RD ,DALLAS,TX,75254","32,9539036","-96,813295"
"LOOK CINEMAS - UPSTAIRS BAR ","5499 BELTLINE RD ","#300 ",75254,"15A ",02/06/2014,94,"Routine","5499 BELTLINE RD ,DALLAS,TX,75254","32,9541363","-96,8109448"
"LOPEZ TORTILLAS FACTORY ","9727 BROCKBANK DR ",,75220,"23T ",30/06/2014,81,"Routine","9727 BROCKBANK DR ,DALLAS,TX,75220","32,868168","-96,875786"
"LOPEZ TORTILLAS FOODS ","9727 BROCKBANK DR ",,75220,"23T ",30/06/2014,86,"Routine","9727 BROCKBANK DR ,DALLAS,TX,75220","32,868168","-96,875786"
"DOCTORS HOSPITAL CAFETERIA ","9440 POPPY DR ",,75218,"38J ",21/07/2014,96,"Routine","9440 POPPY DR ,DALLAS,TX,75218","32,834408","-96,704857"
"LORI'S GIFTS #12 ","9440 POPPY DR ",,75218,"38J ",21/07/2014,100,"Routine","9440 POPPY DR ,DALLAS,TX,75218","32,834408","-96,704857"
"AU BON PAIN - KIOSK ","8200 WALNUT HILL LN ",,75231,"26K ",12/06/2014,91,"Routine","8200 WALNUT HILL LN ,DALLAS,TX,75231","32,8830832","-96,7636581"
"PHYSICIANS DINING AREA ","8200 WALNUT HILL LN ",,75231,"26P ",12/06/2014,97,"Routine","8200 WALNUT HILL LN ,DALLAS,TX,75231","32,8830832","-96,7636581"
"PRESBYTERIAN HOSPITAL - HAMON TOWER ","8200 WALNUT HILL LN ",,75231,"26P ",12/06/2014,94,"Routine","8200 WALNUT HILL LN ,DALLAS,TX,75231","32,8830832","-96,7636581"
"PRESBYTERIAN HOSPITAL MAIN CAFE ","8200 WALNUT HILL LN ",,75231,"26P ",12/06/2014,94,"Routine","8200 WALNUT HILL LN ,DALLAS,TX,75231","32,8830832","-96,7636581"
"SUBWAY SANDWICHES ","8200 WALNUT HILL LN ","101C ",75231,"26P ",12/06/2014,94,"Routine","8200 WALNUT HILL LN ,DALLAS,TX,75231","32,8830832","-96,7636581"
"MICO'S TEX-MEX GRILL ","7777 FOREST LN ","#A-72 ",75230,"16W ",21/11/2014,80,"Routine","7777 FOREST LN ,DALLAS,TX,75230","32,9094969","-96,7721573"
"LOS ABUELITOS ","9888 FERGUSON RD ",159,75228,"38R ",26/09/2014,92,"Routine","9888 FERGUSON RD ,DALLAS,TX,75228","32,8235623","-96,6776396"
"LOS BALONES SPORT BAR & RESTAURANT ","2905 WEBB CHAPEL EXT ",,75220,"23V ",20/11/2014,80,"Routine","2905 WEBB CHAPEL EXT ,DALLAS,TX,75220","32,857212","-96,87075"
"LOS CAMARONES ","4626 MAPLE AVE ",,75219,"34Z ",23/09/2014,87,"Routine","4626 MAPLE AVE ,DALLAS,TX,75219","32,813461","-96,824478"
"LOS COMPADRES ","2005 S BECKLEY AVE ",,75224,"54R ",04/06/2014,97,"Routine","2005 S BECKLEY AVE ,DALLAS,TX,75224","32,723","-96,823082"
"LOS CUBIERTOS NORTH DALLAS LTD ","18020 N DALLAS PKWY ",,75287,"04G ",11/12/2013,80,"Routine","18020 N DALLAS PKWY ,DALLAS,TX,75287","32,995834","-96,828201"
"LOS DELICIAS RESTAURANT ","10817 DENTON DR ","#B ",75220,"23T ",26/08/2014,85,"Routine","10817 DENTON DR ,DALLAS,TX,75220","32,875317","-96,88266"
"LOS DOS REALES ","108 N FITZHUGH AVE ",,75246,"46A ",07/07/2014,100,"Routine","108 N FITZHUGH AVE ,DALLAS,TX,75246","32,7953703","-96,7638016"
"LOS JULIANES ","1601 SINGLETON BLVD ",,75212,"44N ",02/09/2014,96,"Routine","1601 SINGLETON BLVD ,DALLAS,TX,75212","32,778751","-96,845741"
"LOS LUPE'S CAFETERIA ","1400 N RIVERFRONT BLVD ",,75207,"44M ",02/08/2014,87,"Routine","1400 N RIVERFRONT BLVD ,DALLAS,TX,75207","32,790737","-96,820015"
"LOS LUPE'S CAFETERIA ","1400 N RIVERFRONT BLVD ",,75207,"44M ",02/08/2014,87,"Routine","1400 N RIVERFRONT BLVD ,DALLAS,TX,75207","32,790737","-96,820015"
"LOS MOLCAJETES ","2534 ROYAL LN ","#E-10 ",75229,"22H ",20/11/2014,88,"Routine","2534 ROYAL LN ,DALLAS,TX,75229","32,89489","-96,894585"
"FUENTE DE SODA COCO-LOCO ","9334 E RL THORNTON FRWY ",,75228,"48G ",30/10/2014,87,"Routine","9334 E RL THORNTON FRWY ,DALLAS,TX,75228","32,796127","-96,684814"
"FUENTE DE SODA COCO-LOCO ","9334 E RL THORNTON FRWY ",,75228,"48G ",30/10/2014,87,"Routine","9334 E RL THORNTON FRWY ,DALLAS,TX,75228","32,796127","-96,684814"
"MARISCOS LA PERLA ","9334 E RL THORNTON FRWY ","R ",75228,"48F ",30/10/2014,87,"Routine","9334 E RL THORNTON FRWY ,DALLAS,TX,75228","32,796127","-96,684814"
"NEVERIA EL REGIO ","9334 E RL THORNTON FRWY ","#B ",75228,"48G ",30/10/2014,91,"Routine","9334 E RL THORNTON FRWY ,DALLAS,TX,75228","32,796127","-96,684814"
"LOS POTRILLOS ","2348 S BELTLINE RD ",,75253,"69A ",04/09/2014,87,"Routine","2348 S BELTLINE RD ,DALLAS,TX,75253","32,669281","-96,609886"
"LOS RANCHEROS MEXICAN CAFE ","2240 GUS THOMASSON RD ","#A ",75228,"38M ",23/05/2014,86,"Routine","2240 GUS THOMASSON RD ,DALLAS,TX,75228","32,8347062","-96,677134"
"TAQUERIA LOS ALSOS DE JALISCO ","6012 ABRAMS RD ","#102 ",75231,"26Z ",08/07/2014,91,"Routine","6012 ABRAMS RD ,DALLAS,TX,75231","32,857746","-96,747665"
"LOS SAPITOS ","2260 W ILLINOIS AVE ",,75224,"53V ",22/10/2014,94,"Routine","2260 W ILLINOIS AVE ,DALLAS,TX,75224","32,7201954","-96,8551683"
"LAS RANITAS RESTAURANT ","325 E JEFFERSON BLVD ",,75208,"54H ",21/08/2014,71,"Routine","325 E JEFFERSON BLVD ,DALLAS,TX,75208","32,745575","-96,819824"
"LOS SAPITOS - BAR ","325 E JEFFERSON BLVD ",,75208,"54H ",21/08/2014,90,"Routine","325 E JEFFERSON BLVD ,DALLAS,TX,75208","32,745575","-96,819824"
"LOS TORRES TAQUERIA ","1322 W CLARENDON DR ",,75208,"54K ",31/07/2014,82,"Routine","1322 W CLARENDON DR ,DALLAS,TX,75208","32,7350112","-96,8436489"
"LOTA'S GOAT ","7248 GASTON AVE ",,75214,"37X ",05/10/2014,97,"Routine","7248 GASTON AVE ,DALLAS,TX,75214","32,8125445","-96,7317653"
"MICO'S TEX-MEX GRILL ","7777 FOREST LN ","#A-72 ",75230,"16W ",21/11/2014,80,"Routine","7777 FOREST LN ,DALLAS,TX,75230","32,9094969","-96,7721573"
"LOUIE'S ","1839 N HENDERSON AVE ",,75206,"36W ",11/09/2014,91,"Routine","1839 N HENDERSON AVE ,DALLAS,TX,75206","32,8111","-96,774513"
"LOUISANA CATFISH ","100 HIGHLAND HILLS S/C ",,75241,"66P ",07/08/2014,100,"Routine","100 HIGHLAND HILLS S/C ,DALLAS,TX,75241","32,6759605","-96,7631912"
"LOUISE WOLFF KHAN ELEM ","610 N FRANKLIN AVE ",,75211,"53D ",16/05/2014,97,"Routine","610 N FRANKLIN AVE ,DALLAS,TX,75211","32,7513046","-96,8598404"
"LOUISIANA CATFISH & CHICKEN ","7634 GREAT TRINITY FOREST WAY ",,75217,"58X ",28/10/2014,82,"Routine","7634 GREAT TRINITY FOREST WAY ,DALLAS,TX,75217","32,7126966","-96,6910406"
"SUBWAY SANDWICHES ","910 S HAMPTON RD ","#A ",75224,"53M ",12/05/2014,97,"Routine","910 S HAMPTON RD ,DALLAS,TX,75224","32,7365341","-96,8563004"
"LOVE'S COUNTRY STORE #294 ","8800 S POLK ST ",,75232,"74B ",08/11/2013,83,"Routine","8800 S POLK ST ,DALLAS,TX,75232","32,644032","-96,8405"
"BAKE AND PLAY CAFE ","6434 E MOCKINGBIRD LN ","#105 ",75214,"36M ",05/10/2014,93,"Routine","6434 E MOCKINGBIRD LN ,DALLAS,TX,75214","32,8363766","-96,7516867"
"TACO JOINT ","6434 E MOCKINGBIRD LN ","#101 ",75214,"36M ",05/10/2014,90,"Routine","6434 E MOCKINGBIRD LN ,DALLAS,TX,75214","32,8363766","-96,7516867"
"STARBUCKS COFFEE COMPANY ","9440 GARLAND RD ","#112 ",75218,"38G ",12/10/2014,100,"Routine","9440 GARLAND RD ,DALLAS,TX,75218","32,8330915","-96,7028759"
"LOVERJOE CRAFT COFFEE BAR ","1621 OAK LAWN AVE ","#A ",75207,"44H ",13/06/2014,95,"Routine","1621 OAK LAWN AVE ,DALLAS,TX,75207","32,7968683","-96,8199194"
"THE MOTH ","1621 OAK LAWN AVE ","#B ",75207,"44H ",13/06/2014,89,"Routine","1621 OAK LAWN AVE ,DALLAS,TX,75207","32,7968683","-96,8199194"
"LOVERS EGG ROLL ","16627 COIT RD ",,75248,"06X ",28/07/2014,84,"Routine","16627 COIT RD ,DALLAS,TX,75248","32,9813674","-96,7682534"
"LOVERS LANE OLIVE OIL CO ","5627 W LOVERS LN ",,75209,"35A ",14/11/2013,87,"Routine","5627 W LOVERS LN ,DALLAS,TX,75209","32,851479","-96,816544"
"LOVERS LN UMC CAFE ","9200 INWOOD RD ",,75220,"24R ",02/12/2014,93,"Routine","9200 INWOOD RD ,DALLAS,TX,75220","32,8666567","-96,8220183"
"PRESTON HOLLOW CATERERS ","9200 INWOOD RD ",,75220,"24R ",02/12/2014,82,"Routine","9200 INWOOD RD ,DALLAS,TX,75220","32,8666567","-96,8220183"
"LOVERS PIZZA & PASTA ","5605 W LOVERS LN ",,75209,"35A ",19/07/2014,84,"Routine","5605 W LOVERS LN ,DALLAS,TX,75209","32,851482","-96,817146"
"LOYALTON OF LAKE HIGHLAND ","9715 PLANO RD ",,75238,"28N ",12/05/2014,94,"Routine","9715 PLANO RD ,DALLAS,TX,75238","32,88028","-96,701324"
"A & K MART ","5723 SINGLETON BLVD ",,75212,"42Q ",29/09/2014,97,"Routine","5723 SINGLETON BLVD ,DALLAS,TX,75212","32,778797","-96,914116"
"LOYD'S OLD FASHION BURGER ","5723 SINGLETON BLVD ","A ",75212,"42Q ",29/09/2014,83,"Routine","5723 SINGLETON BLVD ,DALLAS,TX,75212","32,778797","-96,914116"
"LUBY'S CAFETERIA ","5600 S HAMPTON RD ",,75232,"63M ",14/05/2014,88,"Routine","5600 S HAMPTON RD ,DALLAS,TX,75232","32,6791622","-96,8569037"
"LUBY'S CAFETERIA #196 ","6221 E MOCKINGBIRD LN ",,75214,"36L ",05/10/2014,93,"Routine","6221 E MOCKINGBIRD LN ,DALLAS,TX,75214","32,837025","-96,757622"
"SUBWAY SANDWICHES ","13350 DALLAS PKWY ","#3425 ",75240,"14R ",12/11/2014,100,"Routine","13350 DALLAS PKWY ,DALLAS,TX,75240","32,932068","-96,820595"
"CASA RUBIA ","3011 GULDEN LN ","#116 ",75212,"44Q ",15/09/2014,82,"Routine","3011 GULDEN LN ,DALLAS,TX,75212","32,779388","-96,828339"
"KITCHEN LTO ","3011 GULDEN LN ","#108 ",75212,"44Q ",15/09/2014,86,"Routine","3011 GULDEN LN ,DALLAS,TX,75212","32,779388","-96,828339"
"LUCK RESTAURANT ","3011 GULDEN LN ","#112 ",75212,"44Q ",15/09/2014,81,"Routine","3011 GULDEN LN ,DALLAS,TX,75212","32,779388","-96,828339"
"LUCKY RICE ","1515 N COCKRELL HILL RD ","#110 ",75211,"42Z ",03/10/2014,80,"Routine","1515 N COCKRELL HILL RD ,DALLAS,TX,75211","32,762703","-96,895638"
"SUBWAY SANDWICHES ","1515 N COCKRELL HILL RD ","#114 ",75211,"52R ",03/10/2014,88,"Routine","1515 N COCKRELL HILL RD ,DALLAS,TX,75211","32,762703","-96,895638"
"ROSY FRUTERIA & ICE CREAM ","3603 MARVIN D LOVE FRWY ","#300 ",75224,"64B ",19/10/2014,80,"Routine","3603 MARVIN D LOVE FRWY ,DALLAS,TX,75224","32,700348","-96,838844"
"ROSY FRUTERIA & ICE CREAM ","3603 MARVIN D LOVE FRWY ","#300 ",75224,"64B ",19/10/2014,80,"Routine","3603 MARVIN D LOVE FRWY ,DALLAS,TX,75224","32,700348","-96,838844"
"LUCKY'S ","3531 OAK LAWN AVE ",,75219,"35X ",02/06/2014,89,"Follow-up","3531 OAK LAWN AVE ,DALLAS,TX,75219","32,8124553","-96,805068"
"AUNT RUBY'S FISH & WINGS ","3662 W CAMP WISDOM RD ","#1054 ",75237,"63X ",18/09/2014,85,"Routine","3662 W CAMP WISDOM RD ,DALLAS,TX,75237","32,66198","-96,8793491"
"RICE JUNCTION ","3662 W CAMP WISDOM RD ","#2021 ",75237,"63X ",18/09/2014,87,"Routine","3662 W CAMP WISDOM RD ,DALLAS,TX,75237","32,66198","-96,8793491"
"LUIGUI PIZZA & PAZTA BAR ","1636 W MOCKINGBIRD LN ",,75235,"33V ",23/09/2014,87,"Routine","1636 W MOCKINGBIRD LN ,DALLAS,TX,75235","32,8221052","-96,8579987"
"LULU AUTHENTIC MEXICAN RE ","1234 NEWPORT AVE ",,75224,"54N ",15/09/2014,96,"Routine","1234 NEWPORT AVE ,DALLAS,TX,75224","32,725277","-96,84333"
"LULU MAE SLAUGHTER DINING ","8625 GARLAND (DINING TERRACE) RD ",,75218,"37U ",21/07/2014,94,"Routine","8625 GARLAND (DINING TERRACE) RD ,DALLAS,TX,75218","32,8234215","-96,7147198"
"LUNA COCINA ","4300 PARRY AVE ",,75223,"46K ",19/07/2014,89,"Routine","4300 PARRY AVE ,DALLAS,TX,75223","32,785477","-96,763176"
"SEASON'S 52 BAR ","8687 N CENTRAL EXPW ",307,75231,"26S ",20/11/2014,100,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"CHIPOTLE MEXICAN GRILL ","8687 N CENTRAL EXPW ","#2396 ",75231,"26S ",20/11/2014,84,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"SEASON'S 52 FRESH GRILL ","8687 N CENTRAL EXPW ",307,75231,"26S ",20/11/2014,94,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"LUNA DE NOCHE-VICTORY ","2300 VICTORY PARK LN ",,75202,"45J ",27/03/2013,83,"Routine","2300 VICTORY PARK LN ,DALLAS,TX,75202","32,7854931","-96,8093817"
"LUNA MART ","2647 W NORTHWEST HWY ","A ",75220,"23X ",27/06/2014,81,"Routine","2647 W NORTHWEST HWY ,DALLAS,TX,75220","32,858929","-96,877457"
